baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene,direction
900.6435769257723,0.8060545329950842,0.21801821679756492,3.69718890850082,0.00021800011921255876,0.0143999154375657,ABCA1,up_in_disease
2.130516002026384,4.223842584587349,1.2673870594640217,3.3327171467046637,0.0008600232829396287,0.03548668249630945,AC243945.1,up_in_disease
192.12787219599446,1.0427912620773754,0.23254414358724676,4.484272301986127,7.316318424270415e-06,0.0010269628745353141,ACTA2,up_in_disease
43.38002727963033,0.9636177438224045,0.2044758055477246,4.71262475891064,2.4454626682737206e-06,0.00040872386461512456,ACVRL1,up_in_disease
46.79693847015881,3.621122873016592,0.7278027881455835,4.9754176983068295,6.510709288298159e-07,0.00013467744831754654,ADAMTS2,up_in_disease
416.1338415393179,0.592562996221746,0.12698631126819054,4.666353328196723,3.065923151503932e-06,0.0004944248187479858,ADAP2,up_in_disease
17531.647969833975,0.6250048130468016,0.14035108246283787,4.453152780010017,8.461849850566411e-06,0.0011273622161080893,ADAR,up_in_disease
70.52740858750127,-0.8662617821072254,0.26737527277601564,-3.2398724575885,0.0011958317566441452,0.04423452010871202,AGAP1,up_in_healthy
276.24629323007025,1.9361955678116158,0.3203603591778229,6.043805084938392,1.5052134102908525e-09,6.573183339772915e-07,AGRN,up_in_disease
13.774490646572644,-1.1902641961079545,0.3130768018268138,-3.8018281430074743,0.0001436323461366791,0.010453907933401537,AJAP1,up_in_healthy
58.061290245230225,0.8162271709711363,0.212407061825004,3.8427496899495845,0.00012166353564537311,0.009284817688742286,ANG,up_in_disease
6794.958124546535,0.5834943180532193,0.12751801209348876,4.575779597516274,4.744498420029854e-06,0.0007036628269932956,ANXA2,up_in_disease
6.533725767800227,2.5209513871399785,0.7454483938351854,3.381791963049487,0.0007201466007965093,0.031545723638245295,ANXA8L1,up_in_disease
6757.177924336536,0.9574813130292332,0.21901687300303754,4.3717239676595785,1.23269310765813e-05,0.0014681188140525348,APOBEC3A,up_in_disease
5460.97849177544,0.7247171323296961,0.22673872971254544,3.196265292870244,0.0013921904123704372,0.04852910304407017,APOBR,up_in_disease
1651.4293834062464,0.6156722318439538,0.17005363809865556,3.620459042968404,0.000294080802080377,0.017446204866058895,APOL1,up_in_disease
16.429130524170528,1.141312721962245,0.2872025960837184,3.973894169221078,7.070699004341914e-05,0.006231282789417588,ARHGAP23,up_in_disease
484.77440551301953,1.0282443351814357,0.21448159261073496,4.794091290843816,1.634138515822449e-06,0.0002919351319005082,ASGR2,up_in_disease
482.106318589504,0.733567265998477,0.2261597240488224,3.243580478724486,0.0011803745943557578,0.04386919384838504,ASPH,up_in_disease
75.35157093155406,1.170508990882482,0.2669056319306556,4.385478801685947,1.1573092889899219e-05,0.0014326030970244538,ATF3,up_in_disease
44.456105240081726,1.0016271890704778,0.28257865317705905,3.544596089651807,0.00039321514809399316,0.021316328769605746,AURKB,up_in_disease
192.9560543421191,-0.7219332023121681,0.21065180452262575,-3.427139890627552,0.0006099747471337597,0.02837104437778058,AUTS2,up_in_healthy
37.49261019084444,0.8382217784914208,0.24180068127113774,3.466581541809221,0.0005271218223198952,0.025735658908978488,AXL,up_in_disease
259.4145991479909,2.025477402767594,0.4754230513126092,4.260368522677634,2.0409011138764726e-05,0.0021533561349833573,AZU1,up_in_disease
15.144548696915008,1.2131812831196749,0.3196271670443665,3.795613790711591,0.00014727862277545011,0.010584183797747138,BAMBI,up_in_disease
499.3368466901963,1.092575275515888,0.3218727633530687,3.3944322102128917,0.0006877106345735788,0.03054095730545546,BATF2,up_in_disease
185.92166536536772,-0.582534858449378,0.17694569119612424,-3.292167526157527,0.0009941837091659539,0.03956851162480496,BCAS4,up_in_healthy
8.147811155625906,1.8106418972458849,0.4675355448544568,3.8727363452323935,0.00010762022978960258,0.008501998153378603,BCL2L14,up_in_disease
36.23891147896145,0.9197135768504265,0.2495146431173205,3.686010429528106,0.0002277970193672453,0.014798334468894477,BIK,up_in_disease
700.8092631755027,1.0523499127685911,0.2007677869325701,5.241627299114641,1.5916661101674415e-07,3.909778580928492e-05,BLVRA,up_in_disease
18.352609833212288,-1.6257330082661663,0.3559711541583619,-4.567035809713171,4.946695300121415e-06,0.0007267943627402689,BNC2,up_in_healthy
1074.3684615918214,1.193976253132661,0.35097623541273815,3.4018720718471966,0.0006692595802051583,0.03023399385173935,BPGM,up_in_disease
587.1631621482807,1.5113848992345431,0.46729774180252626,3.2343081595143555,0.0012193780912697037,0.04489424583805857,BPI,up_in_disease
861.565072811553,1.170634557823313,0.20113074899905398,5.820266486596831,5.875387543384554e-09,2.099249262944286e-06,BST2,up_in_disease
47.7954020095425,1.4377160499821329,0.3438103451621702,4.1817125930401655,2.89321550693936e-05,0.002878749429404663,BUB1,up_in_disease
393.4357803833374,-0.7501025766099753,0.2148814560342257,-3.4907738920500475,0.00048162366765903546,0.02411339388301814,BZRAP1,up_in_healthy
589.081938645925,0.8788049441821029,0.200790187693973,4.376732520024839,1.204716642517632e-05,0.0014568731028476688,C10orf105,up_in_disease
14.228950092186478,1.340772103607059,0.39245587463920234,3.4163639538831596,0.0006346336546995041,0.029008183041579462,C1orf226,up_in_disease
885.2865985902324,0.7904071956517652,0.22831552906303768,3.4619072951167267,0.000536361871980614,0.026038437761183645,C3AR1,up_in_disease
3.8198797602661303,1.7340800466236392,0.5355815985638946,3.2377513552993444,0.001204757595600311,0.044460080188808655,C6orf222,up_in_disease
29.824508148714724,1.0055109030868201,0.3156705746055583,3.185317175486635,0.0014459543501698874,0.049741462448623194,C7orf34,up_in_disease
